Order ID,Date,Product,Category,Region,Sales Revenue,Profit
ORD000120,2024-12-25,Pen,Office Supplies,East,3171.76,256.36
ORD000121,2023-06-17,Tablet,Electronics,Central,4235.44,880.58
ORD000122,2023-01-12,Chair,Furniture,South,4944.22,560.25
ORD000123,2024-09-25,Air Purifier,Appliances,Central,3169.9,933.48
ORD000124,2024-04-16,Microwave,Appliances,Central,4851.22,812.66
ORD000125,2023-07-09,Air Purifier,Appliances,Central,3952.96,908.5
ORD000126,2023-05-11,Tablet,Electronics,Central,4531.63,603.88
ORD000127,2025-11-18,Notebook,Office Supplies,South,2218.3,395.07
ORD000128,2023-09-04,Monitor,Electronics,West,1297.04,128.37
ORD000129,2023-08-30,Paper,Office Supplies,North,3938.19,723.06
ORD000130,2024-10-03,Laptop,Electronics,West,1731.71,427.5
ORD000131,2024-07-05,Chair,Furniture,West,4510.8,614.24
ORD000132,2024-11-26,Laptop,Electronics,Central,2184.03,676.29
ORD000133,2025-07-04,Tablet,Electronics,South,2738.27,341.4
ORD000134,2024-09-21,Laptop,Electronics,North,148.13,38.58
ORD000135,2025-12-06,Vacuum,Appliances,South,3051.93,793.2
ORD000136,2025-01-15,Desk,Furniture,North,4744.03,1202.71
ORD000137,2023-12-14,Sofa,Furniture,West,3610.57,335.96
ORD000138,2025-10-30,Pen,Office Supplies,West,1090.19,283.58
ORD000139,2023-09-18,Tablet,Electronics,Central,4117.43,324.57
ORD000140,2023-05-23,Folder,Office Supplies,East,758.18,47.33
ORD000141,2023-03-30,Pen,Office Supplies,East,2891.28,511
ORD000142,2025-04-22,Refrigerator,Appliances,East,1875.34,114.03
ORD000143,2023-06-15,Notebook,Office Supplies,Central,2848.95,714.37
ORD000144,2023-06-23,Stapler,Office Supplies,West,2057.06,457.45
ORD000145,2024-05-24,Chair,Furniture,West,1066.64,209.45
ORD000146,2024-12-16,Vacuum,Appliances,North,1667.93,162.56
ORD000147,2024-05-12,Notebook,Office Supplies,Central,1745.98,579.73
ORD000148,2023-11-15,Tablet,Electronics,North,2062.33,386.97
ORD000149,2025-07-11,Smartphone,Electronics,Central,1513.85,443.9
ORD000150,2024-02-15,Pen,Office Supplies,Central,2915.56,337.77
ORD000151,2025-10-26,Sofa,Furniture,North,3785.8,718.71
ORD000152,2024-09-01,Microwave,Appliances,North,1837.02,173.25
ORD000153,2025-04-27,Sofa,Furniture,East,552.17,187.76
ORD000154,2025-06-27,Air Purifier,Appliances,East,3362.96,752.51
ORD000155,2025-12-06,Mixer,Appliances,Central,4273.66,672.55
ORD000156,2025-05-28,Folder,Office Supplies,West,2758.08,590.38
ORD000157,2025-06-11,Paper,Office Supplies,Central,1972.87,546.82
ORD000158,2024-09-10,Stapler,Office Supplies,East,4485.24,919.16
ORD000159,2025-11-23,Chair,Furniture,North,1481.62,339.21
ORD000160,2023-04-02,Mixer,Appliances,West,3476.98,1116.23
ORD000161,2023-06-27,Chair,Furniture,Central,3999.12,932.98
ORD000162,2025-07-07,Notebook,Office Supplies,East,767.73,249.89
ORD000163,2024-12-18,Printer,Electronics,North,548.04,97.76
ORD000164,2023-10-14,Paper,Office Supplies,West,755.6,78.02
ORD000165,2024-07-14,Tablet,Electronics,East,3959.04,232.15
ORD000166,2025-05-28,Sofa,Furniture,South,3709.63,337.73
ORD000167,2023-10-24,Folder,Office Supplies,North,2750.75,306.19
ORD000168,2024-07-29,Desk,Furniture,West,732.85,220.8
ORD000169,2025-06-06,Desk,Furniture,South,311.49,74.42
ORD000170,2025-07-16,Notebook,Office Supplies,East,1435.37,343.65
ORD000171,2025-07-19,Bookshelf,Furniture,South,4191.69,1144.22
ORD000172,2025-05-20,Monitor,Electronics,West,162.75,14.15
ORD000173,2025-11-03,Air Purifier,Appliances,South,3025.02,632.28
ORD000174,2025-08-04,Pen,Office Supplies,East,744.92,250.73
ORD000175,2024-02-04,Folder,Office Supplies,North,3526.96,301.91
ORD000176,2025-10-27,Stapler,Office Supplies,East,4077.63,1269.18
ORD000177,2023-06-07,Tablet,Electronics,South,1505.21,103.62
ORD000178,2023-05-08,Air Purifier,Appliances,East,1210.74,397.44
ORD000179,2023-10-22,Refrigerator,Appliances,West,2784.34,371.37
ORD000180,2023-02-28,Cabinet,Furniture,South,4451.37,1062.81
ORD000181,2024-07-22,Folder,Office Supplies,North,2458.59,801.59
ORD000182,2023-04-08,Tablet,Electronics,East,4219.39,1288.29
ORD000183,2023-03-12,Monitor,Electronics,Central,2349.31,246.6
ORD000184,2023-09-13,Pen,Office Supplies,East,4873.46,1536.89
ORD000185,2025-04-04,Microwave,Appliances,North,1809.44,362.53
ORD000186,2024-04-20,Bookshelf,Furniture,East,1852.42,367.5
ORD000187,2023-08-15,Chair,Furniture,East,4125.82,555.39
ORD000188,2025-12-07,Smartphone,Electronics,West,227.24,18.37
ORD000189,2024-03-29,Refrigerator,Appliances,West,1321.55,372.41
ORD000190,2025-05-19,Microwave,Appliances,South,402.84,49.51
ORD000191,2025-09-22,Monitor,Electronics,South,3877.96,1115.66
ORD000192,2024-02-14,Air Purifier,Appliances,South,655.22,156.32
ORD000193,2025-04-27,Notebook,Office Supplies,East,4782.71,1419.05
ORD000194,2023-09-05,Notebook,Office Supplies,West,2304.35,117.77
ORD000195,2024-07-05,Sofa,Furniture,West,4217.85,412.79
ORD000196,2023-12-02,Mixer,Appliances,East,3659.75,598.39
ORD000197,2024-08-12,Laptop,Electronics,Central,1938.4,393.08
ORD000198,2025-04-13,Cabinet,Furniture,West,1908.29,635.16
ORD000199,2025-02-07,Chair,Furniture,South,1508,521.74
ORD000200,2024-10-04,Refrigerator,Appliances,Central,1249.78,431.95
ORD000201,2025-09-03,Notebook,Office Supplies,East,819.86,42.18
ORD000202,2023-12-11,Chair,Furniture,West,210.01,48.81
ORD000203,2024-07-17,Desk,Furniture,South,99.62,5.5
ORD000204,2025-09-26,Cabinet,Furniture,North,4997.97,281.7
ORD000205,2023-02-22,Notebook,Office Supplies,West,4568.32,1303.39
ORD000206,2023-07-22,Chair,Furniture,South,3547.55,886.57
ORD000207,2024-09-03,Chair,Furniture,North,795.25,100.12
ORD000208,2025-11-08,Sofa,Furniture,Central,3730.23,630.52
ORD000209,2024-07-10,Microwave,Appliances,West,2958.36,272.96
ORD000210,2025-06-27,Refrigerator,Appliances,North,3460.87,728.55
ORD000211,2023-11-15,Folder,Office Supplies,West,2373.46,771.89
ORD000212,2023-05-04,Bookshelf,Furniture,West,4386.9,473.71
ORD000213,2023-09-06,Air Purifier,Appliances,South,931.59,76.81
ORD000214,2025-03-29,Stapler,Office Supplies,South,1327.07,169.31
ORD000215,2023-09-23,Bookshelf,Furniture,North,1463.96,483.35
ORD000216,2025-05-10,Printer,Electronics,Central,1945.85,145.54
ORD000217,2025-07-22,Vacuum,Appliances,South,4398.37,1088.56
ORD000218,2024-01-09,Printer,Electronics,East,3137.59,825.2
ORD000219,2025-08-06,Monitor,Electronics,South,4322.23,1458.65
ORD000220,2024-05-23,Vacuum,Appliances,North,1417.65,119.73
ORD000221,2023-05-04,Printer,Electronics,Central,994.85,186.83
ORD000222,2023-08-09,Mixer,Appliances,West,3313.8,694.01
ORD000223,2024-04-16,Desk,Furniture,West,1489.62,238.11
ORD000224,2023-07-13,Stapler,Office Supplies,North,1923.11,284.93
ORD000225,2024-09-18,Sofa,Furniture,South,4275.6,1383.17
ORD000226,2024-11-25,Mixer,Appliances,East,747.36,185.34
ORD000227,2024-05-18,Monitor,Electronics,Central,3436.2,851.2
ORD000228,2025-03-01,Paper,Office Supplies,Central,2512.94,541.48
ORD000229,2025-01-21,Sofa,Furniture,West,2164.04,522.87
ORD000230,2024-09-21,Chair,Furniture,South,4825.15,1296.9
ORD000231,2023-12-20,Sofa,Furniture,West,3067.29,510.97
ORD000232,2025-03-05,Printer,Electronics,West,4757.02,320.13
ORD000233,2025-09-22,Pen,Office Supplies,West,2522.37,867.59
ORD000234,2024-12-10,Paper,Office Supplies,North,3489.95,732.47
ORD000235,2025-12-26,Vacuum,Appliances,East,2777.68,666.9
ORD000236,2023-06-03,Vacuum,Appliances,Central,4784.33,713.52
ORD000237,2023-08-01,Printer,Electronics,Central,2582.9,792.51
ORD000238,2024-03-19,Stapler,Office Supplies,North,4086.39,1405.46
ORD000239,2023-10-22,Laptop,Electronics,Central,1622.46,177.88
ORD000240,2023-03-28,Pen,Office Supplies,North,4102.52,517.06
ORD000241,2023-12-10,Notebook,Office Supplies,West,3737.6,779.49
ORD000242,2023-09-19,Microwave,Appliances,South,77.67,14.15
ORD000243,2023-09-25,Chair,Furniture,Central,2730.77,564.59
ORD000244,2025-06-17,Refrigerator,Appliances,Central,3792.47,1219.16
ORD000245,2025-04-02,Stapler,Office Supplies,South,4214,1269.99
ORD000246,2025-09-19,Air Purifier,Appliances,Central,1008.11,81.44
ORD000247,2024-05-05,Chair,Furniture,South,3779.19,262.23
ORD000248,2024-07-17,Tablet,Electronics,South,2010.23,307.5
ORD000249,2025-04-17,Refrigerator,Appliances,South,4634.94,842.9
ORD000250,2025-08-06,Monitor,Electronics,East,2093.47,728.38
ORD000251,2023-08-21,Laptop,Electronics,South,3324.85,1128
ORD000252,2025-06-03,Paper,Office Supplies,South,4438.38,1314.53
ORD000253,2024-10-10,Pen,Office Supplies,East,3126.63,393.92
ORD000254,2024-02-08,Paper,Office Supplies,East,420.95,117.03
ORD000255,2025-02-08,Desk,Furniture,West,3440.16,183.21
ORD000256,2023-07-15,Notebook,Office Supplies,North,887.29,96.91
ORD000257,2024-04-04,Notebook,Office Supplies,North,4317.43,292.06
ORD000258,2025-06-24,Notebook,Office Supplies,Central,2498.82,682.45
ORD000259,2024-05-20,Refrigerator,Appliances,South,562.14,67.77
ORD000260,2024-07-11,Notebook,Office Supplies,South,1294.11,116.01
ORD000261,2024-01-09,Microwave,Appliances,North,2441.47,274.35
ORD000262,2023-08-31,Vacuum,Appliances,West,542.77,168
ORD000263,2025-06-27,Microwave,Appliances,East,1084.47,326.68
ORD000264,2024-10-12,Vacuum,Appliances,East,2572.18,142.23
ORD000265,2023-03-24,Chair,Furniture,South,828.48,153.33
ORD000266,2025-11-04,Folder,Office Supplies,South,3651.8,737.83
ORD000267,2023-09-29,Microwave,Appliances,South,2499.61,290.94
ORD000268,2024-07-12,Mixer,Appliances,South,3188.02,953.19
ORD000269,2025-06-23,Monitor,Electronics,East,2453.99,125.97
ORD000270,2024-07-24,Sofa,Furniture,East,3853.26,782.02
ORD000271,2023-11-28,Refrigerator,Appliances,North,1988.7,227.07
ORD000272,2025-10-28,Smartphone,Electronics,South,1516.36,88.51
ORD000273,2025-02-27,Smartphone,Electronics,West,428.83,120.02
ORD000274,2023-06-27,Smartphone,Electronics,North,4052.78,661.27
ORD000275,2024-03-06,Sofa,Furniture,Central,2985.93,511.41
ORD000276,2025-02-10,Microwave,Appliances,Central,2188.43,323.59
ORD000277,2023-04-05,Vacuum,Appliances,North,1638.95,511.92
ORD000278,2024-09-17,Mixer,Appliances,West,1044.4,363.74
ORD000279,2025-05-12,Cabinet,Furniture,South,195.07,21.37
ORD000280,2025-05-22,Bookshelf,Furniture,South,3682.44,1144.31
ORD000281,2024-04-06,Tablet,Electronics,North,2725.07,911.98
ORD000282,2024-03-26,Desk,Furniture,East,1213.3,302.57
ORD000283,2025-08-13,Printer,Electronics,East,2357.6,429.77
ORD000284,2024-04-20,Vacuum,Appliances,Central,964.23,202.43
ORD000285,2025-11-25,Printer,Electronics,South,2974.34,513.43
ORD000286,2023-02-04,Notebook,Office Supplies,East,2412.09,164.59
ORD000287,2025-11-11,Cabinet,Furniture,North,2629.56,639.1
ORD000288,2025-06-06,Chair,Furniture,East,4972.64,922.74
ORD000289,2024-04-09,Laptop,Electronics,West,3519.89,365.5
ORD000290,2025-12-04,Chair,Furniture,South,4984.97,320.18
ORD000291,2023-05-06,Pen,Office Supplies,North,1000.51,214.91
ORD000292,2025-09-21,Sofa,Furniture,South,4648.38,947.75
ORD000293,2024-02-27,Notebook,Office Supplies,West,777.66,74.46
ORD000294,2023-12-30,Vacuum,Appliances,Central,3196.38,1118.19
ORD000295,2023-06-03,Laptop,Electronics,Central,1652.01,402.89
ORD000296,2024-09-13,Notebook,Office Supplies,North,2625.14,482.63
ORD000297,2025-11-28,Microwave,Appliances,East,2122.66,351.64
ORD000298,2024-05-23,Cabinet,Furniture,Central,1312.44,205.08
ORD000299,2025-08-05,Microwave,Appliances,North,927.15,231.99
ORD000300,2023-04-11,Paper,Office Supplies,West,711.78,93.87
ORD000301,2025-11-24,Sofa,Furniture,East,3072.95,772.27
ORD000302,2024-10-24,Monitor,Electronics,South,3547.33,291.99
ORD000303,2025-08-11,Smartphone,Electronics,North,4975.38,361.81
ORD000304,2025-05-09,Microwave,Appliances,North,790.1,56.03
ORD000305,2023-12-31,Cabinet,Furniture,West,1405.65,248.76
ORD000306,2025-06-23,Sofa,Furniture,East,3873.4,562.21
ORD000307,2025-11-09,Monitor,Electronics,West,4433.41,306.98
ORD000308,2024-09-16,Bookshelf,Furniture,South,703.38,47.09
ORD000309,2023-12-02,Notebook,Office Supplies,Central,3927.14,503.09
ORD000310,2025-10-03,Desk,Furniture,South,4439.03,1503.24
ORD000311,2023-10-07,Folder,Office Supplies,Central,2303.87,694.73
ORD000312,2023-09-24,Folder,Office Supplies,Central,1024.36,152.72
ORD000313,2025-02-19,Desk,Furniture,West,1203.27,229.01
ORD000314,2025-01-03,Printer,Electronics,East,2804.74,595.74
ORD000315,2023-12-21,Laptop,Electronics,Central,461.89,141.94
ORD000316,2025-09-05,Stapler,Office Supplies,East,4961.44,881.72
ORD000317,2023-12-27,Printer,Electronics,North,4016.65,973.65
ORD000318,2025-07-02,Mixer,Appliances,South,4639.81,701.74
ORD000319,2023-07-20,Smartphone,Electronics,East,2701.04,385.94
ORD000320,2025-06-13,Laptop,Electronics,South,2189.58,745.6
ORD000321,2024-08-07,Pen,Office Supplies,North,3779.99,416.62
ORD000322,2024-09-06,Monitor,Electronics,Central,766.58,72.46
ORD000323,2025-09-25,Smartphone,Electronics,West,689.62,191.05
ORD000324,2024-12-15,Chair,Furniture,South,1152.08,259.9
ORD000325,2025-07-25,Air Purifier,Appliances,Central,180.55,15.87
ORD000326,2025-02-03,Laptop,Electronics,West,2644.21,403.9
ORD000327,2024-09-15,Bookshelf,Furniture,North,1641.22,271.72
ORD000328,2023-03-14,Refrigerator,Appliances,West,1858.42,206.76
ORD000329,2023-12-31,Sofa,Furniture,East,106.73,10.07
ORD000330,2023-12-25,Sofa,Furniture,East,965.24,153.43
ORD000331,2024-02-27,Tablet,Electronics,South,2978.82,929.3
ORD000332,2025-09-30,Pen,Office Supplies,West,4592.92,756.34
ORD000333,2025-10-31,Sofa,Furniture,South,4923.89,1473.87
ORD000334,2023-12-17,Refrigerator,Appliances,East,234.62,39.19
ORD000335,2023-04-11,Folder,Office Supplies,South,4064.67,1135.11
ORD000336,2025-09-12,Monitor,Electronics,North,2764.07,241.44
ORD000337,2025-08-07,Cabinet,Furniture,West,83.04,14.64
ORD000338,2024-10-26,Desk,Furniture,Central,3518.31,652.63
ORD000339,2024-07-12,Stapler,Office Supplies,West,2073.86,686.66
ORD000340,2024-10-19,Stapler,Office Supplies,Central,92.8,17.31
ORD000341,2023-02-07,Mixer,Appliances,East,2262.6,189.38
ORD000342,2023-07-08,Stapler,Office Supplies,South,4885.93,470.08
ORD000343,2024-02-19,Pen,Office Supplies,North,1972.14,579.96
ORD000344,2025-12-13,Mixer,Appliances,Central,741.29,174.83
ORD000345,2024-07-09,Stapler,Office Supplies,North,3005.91,656.84
ORD000346,2024-09-06,Paper,Office Supplies,North,1916.65,665.59
ORD000347,2024-08-15,Chair,Furniture,South,4951.28,711.17
ORD000348,2024-06-23,Vacuum,Appliances,Central,2192.52,423.57
ORD000349,2024-01-10,Chair,Furniture,Central,976.6,140.11
ORD000350,2023-07-03,Chair,Furniture,North,1010.1,331.02
ORD000351,2023-01-06,Monitor,Electronics,West,4685.75,1332.77
ORD000352,2024-10-04,Folder,Office Supplies,South,4604.13,784.48
ORD000353,2025-04-20,Cabinet,Furniture,South,2944.66,276.21
ORD000354,2025-07-05,Printer,Electronics,South,2860.05,672.93
ORD000355,2024-06-18,Chair,Furniture,West,4948.74,309.56
ORD000356,2025-10-28,Pen,Office Supplies,Central,1782.52,569.69
ORD000357,2024-07-21,Stapler,Office Supplies,South,4793.74,419.21
ORD000358,2024-10-09,Stapler,Office Supplies,West,2798.01,834.42
ORD000359,2024-08-27,Refrigerator,Appliances,North,2483.02,297.2
ORD000360,2025-07-05,Smartphone,Electronics,Central,3243.6,550.85
ORD000361,2024-10-10,Monitor,Electronics,Central,3778.02,809.74
ORD000362,2023-07-26,Desk,Furniture,North,818.45,51.36
ORD000363,2025-10-17,Desk,Furniture,West,2304.5,394.91
ORD000364,2023-09-29,Vacuum,Appliances,East,791.22,178.72
ORD000365,2024-05-28,Vacuum,Appliances,East,3886.92,1341.41
ORD000366,2025-01-12,Cabinet,Furniture,Central,1462.33,166.19
ORD000367,2025-01-21,Notebook,Office Supplies,North,1868.56,412.2
ORD000368,2024-04-29,Sofa,Furniture,West,1183.91,180.62
ORD000369,2024-04-28,Notebook,Office Supplies,West,1152.08,368.8
ORD000370,2025-04-11,Laptop,Electronics,South,4880.95,1677.91
ORD000371,2024-07-31,Smartphone,Electronics,West,2710.6,337.02
ORD000372,2025-10-03,Folder,Office Supplies,Central,1289.49,237.53
ORD000373,2024-01-09,Chair,Furniture,North,3291.6,727.72
ORD000374,2024-09-28,Paper,Office Supplies,West,230.12,49.69
ORD000375,2023-07-14,Bookshelf,Furniture,Central,1850.78,311.38
ORD000376,2025-02-16,Notebook,Office Supplies,East,2264.73,196.45
ORD000377,2023-02-07,Mixer,Appliances,North,1505.43,108.28
ORD000378,2025-11-06,Notebook,Office Supplies,Central,4379.69,1491.83
ORD000379,2025-01-25,Chair,Furniture,North,4396.42,501.26
ORD000380,2024-01-21,Folder,Office Supplies,Central,1111.19,347.28
ORD000381,2025-06-11,Desk,Furniture,West,4257.53,451.74
ORD000382,2025-02-20,Monitor,Electronics,Central,3144.4,553.19
ORD000383,2023-12-10,Chair,Furniture,Central,1196.24,262.98
ORD000384,2024-03-05,Laptop,Electronics,South,2858.74,737.2
ORD000385,2025-10-01,Folder,Office Supplies,East,2985.27,547.94
ORD000386,2024-08-25,Mixer,Appliances,North,560.99,89.25
ORD000387,2025-10-01,Mixer,Appliances,Central,479.54,109.33
ORD000388,2025-04-21,Vacuum,Appliances,North,735.44,39.02
ORD000389,2025-11-25,Notebook,Office Supplies,East,1684.2,471.67
ORD000390,2024-01-01,Cabinet,Furniture,North,3372.2,600.52
ORD000391,2023-11-16,Chair,Furniture,Central,1963.69,417.56
ORD000392,2023-10-27,Smartphone,Electronics,South,2360.56,476.91
ORD000393,2023-09-24,Laptop,Electronics,South,4678.1,1320.62
ORD000394,2025-10-21,Vacuum,Appliances,North,1090.38,216.47
ORD000395,2024-11-06,Chair,Furniture,East,4740.79,351.89
ORD000396,2025-04-12,Desk,Furniture,North,4807.31,1326.7
ORD000397,2025-03-25,Stapler,Office Supplies,Central,2586.67,566.76
ORD000398,2024-08-21,Monitor,Electronics,South,4206.1,327.75
ORD000399,2024-05-08,Notebook,Office Supplies,Central,3408.95,969.97
ORD000400,2023-06-20,Vacuum,Appliances,Central,1477.35,493.44
ORD000401,2024-11-04,Chair,Furniture,North,4421.46,462.15
ORD000402,2023-07-09,Vacuum,Appliances,West,1686.2,516.52
